저널명,SJR,랭킹
Affilia - Feminist Inquiry in Social Work,0.793,6868
Childhood Obesity,0.793,6869
Cornell Law Review,0.793,6870
Educacion XX1,0.793,6871
Food Quality and Safety,0.793,6872
Frontiers in Soil Science,0.793,6873
Journal of Economic Policy Reform,0.793,6874
Journal of Rheology,0.793,6875
Journal of the Saudi Society of Agricultural Sciences,0.793,6876
Researches in Mathematics,0.793,6877
Infection and Drug Resistance,0.793,6878
Infectious Diseases Now,0.793,6879
Journal of Psychopathology and Behavioral Assessment,0.793,6880
Postgraduate Medical Journal,0.793,6881
Community College Review,0.792,6882
Diamond and Related Materials,0.792,6883
English Today,0.792,6884
Journal of Hydrodynamics,0.792,6885
Legality: Jurnal Ilmiah Hukum,0.792,6886
Robotics,0.792,6887
Surgical Oncology,0.792,6888
IJC Heart and Vasculature,0.792,6889
International Journal of Aging and Human Development,0.792,6890
JMIR Cardio,0.792,6891
Journal of Social Marketing,0.792,6892
Review of Keynesian Economics,0.792,6893
Seizure,0.792,6894
Civil Engineering Journal (Iran),0.791,6895
Clothing and Textiles Research Journal,0.791,6896
Frontiers in Sustainable Food Systems,0.791,6897
Image and Vision Computing,0.791,6898
Journal of Experimental Zoology Part B: Molecular and Developmental Evolution,0.791,6899
Studies in Comparative International Development,0.791,6900
Vegetable Research,0.791,6901
"Air Quality, Atmosphere and Health",0.791,6902
Current Issues in Molecular Biology,0.791,6903
International Journal of Finance and Economics,0.791,6904
Journal of Physiological Sciences,0.791,6905
Journal of Risk and Uncertainty,0.791,6906
Neurologia,0.791,6907
Soil Science Society of America Journal,0.791,6908
Business and Human Rights Journal,0.790,6909
Eurasian Geography and Economics,0.790,6910
Health Information and Libraries Journal,0.790,6911
Internet Reference Services Quarterly,0.790,6912
Leisure Studies,0.790,6913
Neurourology and Urodynamics,0.790,6914
Pediatric Pulmonology,0.790,6915
Sociological Spectrum,0.790,6916
British Journal of Biomedical Science,0.790,6917
Indian Journal of Psychological Medicine,0.790,6918
Pulmonary Pharmacology and Therapeutics,0.790,6919
Journal of Chemical Neuroanatomy,0.790,6920
Conference on Machine Translation - Proceedings,0.790,6921
Emergency Medicine Journal,0.789,6922
Ethnos,0.789,6923
Frontiers in Pain Research,0.789,6924
Frontline Learning Research,0.789,6925
International Journal of Wildland Fire,0.789,6926
International Multilingual Research Journal,0.789,6927
Journal of Marine Science and Technology,0.789,6928
"Journal of Plastic, Reconstructive and Aesthetic Surgery",0.789,6929
Pediatric Radiology,0.789,6930
Journal of Digestive Diseases,0.789,6931
Journal of Neuropsychology,0.789,6932
Logistics,0.789,6933
Materialia,0.789,6934
Clinical Anatomy,0.788,6935
Computer Graphics Forum,0.788,6936
Journal of Adolescent and Young Adult Oncology,0.788,6937
Journal of Computing and Information Science in Engineering,0.788,6938
Materials Today Communications,0.788,6939
Osteoarthritis and Cartilage Open,0.788,6940
Revista Espanola de Derecho Constitucional,0.788,6941
Translation Studies,0.788,6942
Zoonoses and Public Health,0.788,6943
Anaerobe,0.788,6944
Annals of Pharmacotherapy,0.788,6945
Climate,0.788,6946
IEEE Transactions on Electron Devices,0.788,6947
Architectural Engineering and Design Management,0.787,6948
European Archives of Oto-Rhino-Laryngology,0.787,6949
International Review of Victimology,0.787,6950
Journal of Documentation,0.787,6951
Journal of Marketing Analytics,0.787,6952
Journal of Urban Affairs,0.787,6953
One Ecosystem,0.787,6954
Pervasive and Mobile Computing,0.787,6955
Synthetic Metals,0.787,6956
Terra Nova,0.787,6957
Updates in Surgery,0.787,6958
Discover Internet of Things,0.787,6959
Journal of Ophthalmic Inflammation and Infection,0.787,6960
BMC Molecular and Cell Biology,0.787,6961
Bioorganic Chemistry,0.786,6962
BJA Education,0.786,6963
European Journal of Forest Research,0.786,6964
International Journal of Nursing Practice,0.786,6965
Journal of Nursing Research,0.786,6966
Quaternary,0.786,6967
Applied and Computational Mathematics,0.786,6968
Current Medical Research and Opinion,0.786,6969
Journal of Relationship Marketing,0.786,6970
BioMetals,0.785,6971
Current Anthropology,0.785,6972
Duke Law Journal,0.785,6973
Journal of Vibration and Acoustics,0.785,6974
Materials Science in Semiconductor Processing,0.785,6975
Materials Technology,0.785,6976
Maternal and Child Health Journal,0.785,6977
Expert Opinion on Drug Safety,0.785,6978
Gerontology and Geriatric Medicine,0.785,6979
Journal of Biochemistry,0.785,6980
Nutrition Bulletin,0.785,6981
Obesity Science and Practice,0.785,6982
Oncotarget,0.785,6983
ACM Transactions on Computing Education,0.784,6984
Journal of Applied Structural Equation Modeling,0.784,6985
Pediatric Infectious Disease Journal,0.784,6986
Sports Medicine and Health Science,0.784,6987
Ultrasound Journal,0.784,6988
Environmental Systems Research,0.784,6989
Frontiers in Communications and Networks,0.784,6990
Leukemia Research,0.784,6991
Precision Nutrition,0.784,6992
Professional Psychology: Research and Practice,0.784,6993
Dyslexia,0.783,6994
Frontiers in Veterinary Science,0.783,6995
International Journal of Quality and Service Sciences,0.783,6996
International Journal of Urban Sustainable Development,0.783,6997
Investigative and Clinical Urology,0.783,6998
Kinetic and Related Models,0.783,6999
Nursing Research,0.783,7000
Systems Science and Control Engineering,0.783,7001
Theoretical and Computational Fluid Dynamics,0.783,7002
Vacuum,0.783,7003
Computational Materials Science,0.782,7004
Contemporary Physics,0.782,7005
ESP Today,0.782,7006
Extremes,0.782,7007
Journal of Pain Research,0.782,7008
Journal of Policy and Practice in Intellectual Disabilities,0.782,7009
Scientific Drilling,0.782,7010
World Journal of Surgical Oncology,0.782,7011
Aging Brain,0.782,7012
AIS Transactions on Human-Computer Interaction,0.782,7013
Beneficial Microbes,0.782,7014
Journal of Cellular Biochemistry,0.782,7015
Neurobiology of Sleep and Circadian Rhythms,0.782,7016
Physiology and Behavior,0.782,7017
BMJ Paediatrics Open,0.781,7018
Chinese Journal of Chemical Engineering,0.781,7019
Foreign Language Annals,0.781,7020
Magnetic Resonance in Medical Sciences,0.781,7021
"Nanotechnology, Science and Applications",0.781,7022
Australian Prescriber,0.781,7023
Dementia and Geriatric Cognitive Disorders,0.781,7024
Group Dynamics,0.781,7025
International Journal of Smart Grid,0.781,7026
Journal of Alzheimer's Disease Reports,0.781,7027
Analyses of Social Issues and Public Policy,0.780,7028
Asia Pacific Journal of Education,0.780,7029
Astrobiology,0.780,7030
Emerging Topics in Life Sciences,0.780,7031
Journal of Small Animal Practice,0.780,7032
Journal of Sports Economics,0.780,7033
SIAM Journal on Applied Algebra and Geometry,0.780,7034
Applied Artificial Intelligence,0.780,7035
Health Psychology Open,0.780,7036
Hormones,0.780,7037
International Journal of Industrial Ergonomics,0.780,7038
International Journal of Workplace Health Management,0.780,7039
Journal of Business and Socio-economic Development,0.780,7040
Life Metabolism,0.780,7041
Microvascular Research,0.780,7042
Advances in Radiation Oncology,0.779,7043
"Bioscience of Microbiota, Food and Health",0.779,7044
Fungal Biology and Biotechnology,0.779,7045
Journal of Plant Nutrition and Soil Science,0.779,7046
"Allergy, Asthma and Clinical Immunology",0.779,7047
Clocks and Sleep,0.779,7048
Energy and Environment,0.779,7049
Health Policy OPEN,0.779,7050
Journal of Applied Microbiology,0.779,7051
Lupus,0.779,7052
Medicina del Lavoro,0.779,7053
Chinese Geographical Science,0.778,7054
Construction Innovation,0.778,7055
European journal of paediatric dentistry : official journal of European Academy of Paediatric Dentistry,0.778,7056
Gait and Posture,0.778,7057
Materials Science and Engineering: B,0.778,7058
Memetic Computing,0.778,7059
"PFG - Journal of Photogrammetry, Remote Sensing and Geoinformation Science",0.778,7060
Research Quarterly for Exercise and Sport,0.778,7061
Review of Religious Research,0.778,7062
Social Justice Research,0.778,7063
Acta Oncologica,0.778,7064
Computer Speech and Language,0.778,7065
Current Medicinal Chemistry,0.778,7066
International Urogynecology Journal,0.778,7067
Leukemia and Lymphoma,0.778,7068
Spine Deformity,0.778,7069
"Acta Paediatrica, International Journal of Paediatrics",0.777,7070
Asian Pacific Island Nursing Journal,0.777,7071
Critical Discourse Studies,0.777,7072
Journal of Optimization Theory and Applications,0.777,7073
Journal of Wildlife Management,0.777,7074
Measurement: Food,0.777,7075
Multimedia Tools and Applications,0.777,7076
"Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences",0.777,7077
Resources,0.777,7078
RSC Advances,0.777,7079
Frontiers in Energy,0.777,7080
Journal of Management Control,0.777,7081
Journal of Organizational Change Management,0.777,7082
Macromol,0.777,7083
Research in Astronomy and Astrophysics,0.777,7084
International Journal of Management Science and Engineering Management,0.776,7085
Pacific Journal of Mathematics,0.776,7086
Porcine Health Management,0.776,7087
Veterinary Pathology,0.776,7088
Wound Repair and Regeneration,0.776,7089
Advances in Clinical Chemistry,0.776,7090
Futures and Foresight Science,0.776,7091
Journal of International Consumer Marketing,0.776,7092
American Statistician,0.775,7093
Animal Cells and Systems,0.775,7094
JMIR Pediatrics and Parenting,0.775,7095
Journal of Safety Science and Resilience,0.775,7096
Journal of Transportation Safety and Security,0.775,7097
Pain Practice,0.775,7098
Drugs in Context,0.775,7099
Statistical Papers,0.775,7100
Clinical Spine Surgery,0.774,7101
Current Pain and Headache Reports,0.774,7102
Environment and Development Economics,0.774,7103
European Journal of Finance,0.774,7104
GM Crops and Food,0.774,7105
Japanese Journal of Mathematics,0.774,7106
Journal of Geography in Higher Education,0.774,7107
Journal of the Electrochemical Society,0.774,7108
"Applied Physiology, Nutrition and Metabolism",0.774,7109
BMC Neurology,0.774,7110
European Journal of Cancer Prevention,0.774,7111
ACS Omega,0.773,7112
"Earth, Planets and Space",0.773,7113
Ground Water,0.773,7114
Journal of Communication Disorders,0.773,7115
Journal of Multidisciplinary Healthcare,0.773,7116
Journal of Reproductive and Infant Psychology,0.773,7117
Land,0.773,7118
Psychology of Popular Media,0.773,7119
Review of Higher Education,0.773,7120
Diagnostics,0.773,7121
Journal of Nephrology,0.773,7122
Review of Diabetic Studies,0.773,7123
Revista Panamericana de Salud Publica/Pan American Journal of Public Health,0.773,7124
Caikuang yu Anquan Gongcheng Xuebao/Journal of Mining and Safety Engineering,0.772,7125
Daedalus,0.772,7126
Language and Speech,0.772,7127
Mobilities,0.772,7128
Nuclear Engineering and Design,0.772,7129
Biochemical Engineering Journal,0.772,7130
Hybrid Advances,0.772,7131
Innovation and Management Review,0.772,7132
Journal of Biochemical and Molecular Toxicology,0.772,7133
Journal of Prevention,0.772,7134
Advanced Modeling and Simulation in Engineering Sciences,0.771,7135
Caries Research,0.771,7136
Journal of Medical Entomology,0.771,7137
Journal of Membrane Science Letters,0.771,7138
Journal of the American Pharmacists Association,0.771,7139
Petroleum Research,0.771,7140
Physica Medica,0.771,7141
"Regional Studies, Regional Science",0.771,7142
World Journal of Surgery,0.771,7143
Clinical Drug Investigation,0.771,7144
Chaos,0.770,7145
Cultural Geographies,0.770,7146
International Journal of Sports Physical Therapy,0.770,7147
Journal of Atmospheric and Oceanic Technology,0.770,7148
Medical Anthropology Quarterly,0.770,7149
Studies in Conflict and Terrorism,0.770,7150
Behavioural Neurology,0.770,7151
BMC Biotechnology,0.770,7152
F and S Reviews,0.770,7153
Geothermal Energy,0.770,7154
Bioethics,0.769,7155
Local Government Studies,0.769,7156
BMC Neuroscience,0.769,7157
Current Infectious Disease Reports,0.769,7158
Ecopsychology,0.769,7159
Modern Trends in Psychiatry,0.769,7160
Botanical Studies,0.768,7161
Bulletin of the Brazilian Mathematical Society,0.768,7162
International Geology Review,0.768,7163
Journal of Arid Land,0.768,7164
Journal of Central South University,0.768,7165
Journal of Environmental Quality,0.768,7166
Journal of Feline Medicine and Surgery,0.768,7167
Journal of Intelligent and Robotic Systems: Theory and Applications,0.768,7168
Language Learning and Development,0.768,7169
Nagoya Mathematical Journal,0.768,7170
Physiology and Molecular Biology of Plants,0.768,7171
Politische Vierteljahresschrift,0.768,7172
Rivista Italiana di Scienza Politica,0.768,7173
Cell Division,0.768,7174
Journal of the Economics of Ageing,0.768,7175
Naunyn-Schmiedeberg's Archives of Pharmacology,0.768,7176
Botanical Journal of the Linnean Society,0.767,7177
Economic Development Quarterly,0.767,7178
Facets,0.767,7179
Journal of Oral and Maxillofacial Surgery,0.767,7180
Race and Social Problems,0.767,7181
Smart Materials and Structures,0.767,7182
Surgical Clinics of North America,0.767,7183
Turkish Studies,0.767,7184
Universe,0.767,7185
Workplace Health and Safety,0.767,7186
Annals of Biomedical Engineering,0.767,7187
Biochimica et Biophysica Acta - General Subjects,0.767,7188
Journal of Genetic Engineering and Biotechnology,0.767,7189
Toxicology Letters,0.767,7190
American Philosophical Quarterly,0.766,7191
Annals of Dyslexia,0.766,7192
Archives of Physiotherapy,0.766,7193
Australian Journal of Rural Health,0.766,7194
CAD Computer Aided Design,0.766,7195
Emerging Markets Finance and Trade,0.766,7196
Fly,0.766,7197
IEEE Journal of Radio Frequency Identification,0.766,7198
Philosophy and the Mind Sciences,0.766,7199
ACM Transactions on Embedded Computing Systems,0.766,7200
Frontiers in Network Physiology,0.766,7201
International Sport Coaching Journal,0.766,7202
Neuroscience Letters,0.766,7203
Physiological Reports,0.766,7204
Educational Philosophy and Theory,0.765,7205
Health Promotion Practice,0.765,7206
Journal of Aging Studies,0.765,7207
Journal of Management Education,0.765,7208
Journal of Occupational Medicine and Toxicology,0.765,7209
Learned Publishing,0.765,7210
Measurement and Evaluation in Counseling and Development,0.765,7211
International Journal of Adaptive Control and Signal Processing,0.765,7212
Journal of Korean Medical Science,0.765,7213
Southern Economic Journal,0.765,7214
American Journal of Emergency Medicine,0.764,7215
Burns,0.764,7216
Health and Social Care Delivery Research,0.764,7217
Historical Methods,0.764,7218
International Journal of Qualitative Studies on Health and Well-being,0.764,7219
International Journal of Sexual Health,0.764,7220
Journal of Economic Asymmetries,0.764,7221
Journal of Robotic Surgery,0.764,7222
Linguistics and Education,0.764,7223
Meat and Muscle Biology,0.764,7224
Policing,0.764,7225
Scholarship of Teaching and Learning in Psychology,0.764,7226
Sensors,0.764,7227
Translation Spaces (The Netherlands),0.764,7228
Energy Science and Engineering,0.764,7229
Journal of Cosmetic Dermatology,0.764,7230
Journal of Integrative Neuroscience,0.764,7231
Journal of Sexual Aggression,0.764,7232
Alpine and Mediterranean Quaternary,0.763,7233
Cancer Nanotechnology,0.763,7234
Current Sustainable/Renewable Energy Reports,0.763,7235
Ethnicities,0.763,7236
Journal of Plankton Research,0.763,7237
Langmuir,0.763,7238
Sociology of Sport Journal,0.763,7239
Topics in Stroke Rehabilitation,0.763,7240
Comprehensive Psychoneuroendocrinology,0.763,7241
Frontiers in Nanotechnology,0.763,7242
Geriatrics and Gerontology International,0.763,7243
Journal of Genetic Psychology,0.763,7244
Pathogens and Immunity,0.763,7245
Permanente Journal,0.763,7246
Psychological Reports,0.763,7247
Australian Critical Care,0.762,7248
Australian Journal of Education,0.762,7249
Foreign Policy Analysis,0.762,7250
High Ability Studies,0.762,7251
Hydrogeology Journal,0.762,7252
In Silico Plants,0.762,7253
Injury,0.762,7254
Synthetic Biology,0.762,7255
World Tax Journal,0.762,7256
Clinical and Experimental Gastroenterology,0.762,7257
Future Internet,0.762,7258
Informatics in Medicine Unlocked,0.762,7259
Transactions on Emerging Telecommunications Technologies,0.762,7260
Ancient Mesoamerica,0.761,7261
Journal of Decision Systems,0.761,7262
Journal of Quaternary Science,0.761,7263
Operations Research Perspectives,0.761,7264
ACM Transactions on Computation Theory,0.761,7265
AIMS Microbiology,0.761,7266
Annales d'Endocrinologie,0.761,7267
Journal of Clinical Sport Psychology,0.761,7268
Advanced Engineering Materials,0.760,7269
Advances in Pharmacological and Pharmaceutical Sciences,0.760,7270
Empirical Economics,0.760,7271
Frontiers in Fungal Biology,0.760,7272
Global Energy Interconnection,0.760,7273
IEEE Transactions on Education,0.760,7274
Journal of Current Southeast Asian Affairs,0.760,7275
Journal of Electroanalytical Chemistry,0.760,7276
Journal of Work-Applied Management,0.760,7277
Nanotechnology and Precision Engineering,0.760,7278
Western Journal of Emergency Medicine,0.760,7279
World Englishes,0.760,7280
Algorithms for Molecular Biology,0.760,7281
Annals of Microbiology,0.760,7282
Current Research in Translational Medicine,0.760,7283
European Cells and Materials,0.760,7284
Journal of Breast Cancer,0.760,7285
Postgraduate Medicine,0.760,7286
Solar Physics,0.760,7287
Aquatic Conservation: Marine and Freshwater Ecosystems,0.759,7288
Electricity Journal,0.759,7289
Frontiers in Political Science,0.759,7290
Prehospital and Disaster Medicine,0.759,7291
User Modeling and User-Adapted Interaction,0.759,7292
Advances and Applications in Bioinformatics and Chemistry,0.759,7293
Journal of Global Mobility,0.759,7294
Sensing and Bio-Sensing Research,0.759,7295
Bulletin of Indonesian Economic Studies,0.758,7296
China Information,0.758,7297
CoDesign,0.758,7298
Experimental Thermal and Fluid Science,0.758,7299
Global Qualitative Nursing Research,0.758,7300
Inorganic Chemistry Communications,0.758,7301
International Journal of Educational Research Open,0.758,7302
Journal of Legal Analysis,0.758,7303
Third World Quarterly,0.758,7304
ChemTexts,0.758,7305
Journal of the Society for Cardiovascular Angiography and Interventions,0.758,7306
Mesopotamian Journal of CyberSecurity,0.758,7307
Waste Management Bulletin,0.758,7308
Cleft Palate Craniofacial Journal,0.757,7309
E-Learning and Digital Media,0.757,7310
European Journal of Trauma and Emergency Surgery,0.757,7311
Holocene,0.757,7312
Journal of Supercritical Fluids,0.757,7313
Numerical Linear Algebra with Applications,0.757,7314
Nutrient Cycling in Agroecosystems,0.757,7315
Race and Justice,0.757,7316
Seminars in Hearing,0.757,7317
European Physical Journal A,0.757,7318
Evaluation and the Health Professions,0.757,7319
International Journal of Sports Marketing and Sponsorship,0.757,7320
Japanese Journal of Radiology,0.757,7321
MedComm - Biomaterials and Applications,0.757,7322
Nordic Journal of Psychiatry,0.757,7323
Revista de Psicologia del Trabajo y de las Organizaciones,0.757,7324
Anthropology Today,0.756,7325
BJUI Compass,0.756,7326
Journal of Animal Science and Technology,0.756,7327
Journal of Mechanisms and Robotics,0.756,7328
Journal of Oceanography,0.756,7329
Journal of Thermoplastic Composite Materials,0.756,7330
Review of Policy Research,0.756,7331
Canadian Journal of Gastroenterology and Hepatology,0.756,7332
Drug Development Research,0.756,7333
Journal of Adult Development,0.756,7334
Journal of Clinical Pharmacology,0.756,7335
Journal of Sport and Exercise Psychology,0.756,7336
Urology,0.756,7337
Asian Economic Papers,0.755,7338
Bulletin of the Atomic Scientists,0.755,7339
Foundations and Trends in Databases,0.755,7340
International Journal of Implant Dentistry,0.755,7341
International Journal of Lean Six Sigma,0.755,7342
International Studies in Sociology of Education,0.755,7343
Journal of Animal Science,0.755,7344
Journal of Electrochemistry,0.755,7345
Journal of the American Philosophical Association,0.755,7346
Laboratory Phonology,0.755,7347
Economics Letters,0.755,7348
Immunogenetics,0.755,7349
International Journal of Older People Nursing,0.755,7350
International Journal of Systems Science: Operations and Logistics,0.755,7351
Small GTPases,0.755,7352
Technology in Cancer Research and Treatment,0.755,7353
American Journal of Clinical Pathology,0.754,7354
"Crime, Media, Culture",0.754,7355
De Jure: Jurnal Hukum dan Syar'iah,0.754,7356
Experiments in Fluids,0.754,7357
Fuzzy Sets and Systems,0.754,7358
Journal of Leisure Research,0.754,7359
Journal of Plasma Physics,0.754,7360
Journal of Pre-College Engineering Education Research,0.754,7361
RSC Sustainability,0.754,7362
Software and Systems Modeling,0.754,7363
Stereotactic and Functional Neurosurgery,0.754,7364
Wildlife Monographs,0.754,7365
Bioelectrochemistry,0.754,7366
Chronobiology International,0.754,7367
Healthcare (Switzerland),0.754,7368
American Journal on Intellectual and Developmental Disabilities,0.753,7369
BMC Anesthesiology,0.753,7370
Empirical Research in Vocational Education and Training,0.753,7371
"e-Prime - Advances in Electrical Engineering, Electronics and Energy",0.753,7372
Flexible Services and Manufacturing Journal,0.753,7373
Journal of Immigrant and Refugee Studies,0.753,7374
Research in Science and Technological Education,0.753,7375
Bulletin of Environmental Contamination and Toxicology,0.753,7376
Experimental Neurobiology,0.753,7377
International Journal of Information Security,0.753,7378
Revue Neurologique,0.753,7379
Acta Tropica,0.752,7380
"Bulletin of Irkutsk State University, Series Mathematics",0.752,7381
European Journal of Orthopaedic Surgery and Traumatology,0.752,7382
Hydrological Sciences Journal,0.752,7383
Journal of Optometry,0.752,7384
Journal of Soil Science and Plant Nutrition,0.752,7385
Journal of Tourism and Cultural Change,0.752,7386
Korean Journal of Pain,0.752,7387
SAGE Open Nursing,0.752,7388
Victims and Offenders,0.752,7389
Water (Switzerland),0.752,7390
Baltic Journal of Management,0.752,7391
Clinics and Research in Hepatology and Gastroenterology,0.752,7392
Memorias do Instituto Oswaldo Cruz,0.752,7393
NeuroImage: Reports,0.752,7394
Growth and Change,0.752,7395
Comparative Cognition and Behavior Reviews,0.751,7396
Higher Education Policy,0.751,7397
Histochemistry and Cell Biology,0.751,7398
Informatics in Education,0.751,7399
Intercultural Pragmatics,0.751,7400
Breathe,0.751,7401
Chemistry - An Asian Journal,0.751,7402
Journal of Latinx Psychology,0.751,7403
Scandinavian Journal of Immunology,0.751,7404
Contemporary Political Theory,0.750,7405
Dentistry Journal,0.750,7406
Fashion and Textiles,0.750,7407
Fisheries,0.750,7408
Microchemical Journal,0.750,7409
Nanocomposites,0.750,7410
Research in Number Theory,0.750,7411
Resuscitation Plus,0.750,7412
Rossijskaja Arheologija,0.750,7413
Alcohol and Alcoholism,0.750,7414
Bone Reports,0.750,7415
Computational Statistics,0.750,7416
European Journal of Applied Mathematics,0.750,7417
International Journal of Alzheimer's Disease,0.750,7418
Journal of Agromedicine,0.750,7419
Journal of Clinical Psychology in Medical Settings,0.750,7420
Journal of Pediatric Urology,0.750,7421
Journal of the Mechanical Behavior of Biomedical Materials,0.750,7422
JRAAS - Journal of the Renin-Angiotensin-Aldosterone System,0.750,7423
Acta Politica,0.749,7424
IEEE Transactions on Professional Communication,0.749,7425
International Journal of Bilingualism,0.749,7426
International Journal of Systematic and Evolutionary Microbiology,0.749,7427
Journal of Environmental Education,0.749,7428
Journal of Political Ecology,0.749,7429
Lithic Technology,0.749,7430
New Genetics and Society,0.749,7431
Plant Breeding Reviews,0.749,7432
Public Transport,0.749,7433
Social Currents,0.749,7434
"Sport, Ethics and Philosophy",0.749,7435
Statistics in Biopharmaceutical Research,0.749,7436
World Journal of Otorhinolaryngology - Head and Neck Surgery,0.749,7437
4OR,0.749,7438
Acta Anaesthesiologica Scandinavica,0.749,7439
Fractal and Fractional,0.749,7440
Frontiers in Clinical Diabetes and Healthcare,0.749,7441
Journal of Applied Mathematics and Computing,0.749,7442
Journal of Co-operative Organization and Management,0.749,7443
Theory of Computing,0.749,7444
Facial Plastic Surgery Clinics of North America,0.748,7445
Food and Environmental Virology,0.748,7446
Forensic Science International,0.748,7447
International and Comparative Law Quarterly,0.748,7448
International Journal of Clinical Pharmacy,0.748,7449
International Journal of Spine Surgery,0.748,7450
Veterinary Surgery,0.748,7451
Biochemical and Biophysical Research Communications,0.748,7452
European Journal of Medical Genetics,0.748,7453
FASEB BioAdvances,0.748,7454
"IET Generation, Transmission and Distribution",0.748,7455
HSS Journal,0.747,7456
Politics and Religion,0.747,7457
Psychological Injury and Law,0.747,7458
Sociological Research Online,0.747,7459
Advances in Medical Sciences,0.747,7460
COPD: Journal of Chronic Obstructive Pulmonary Disease,0.747,7461
Endocrine Journal,0.747,7462
Genesis (United States),0.747,7463
IEEE Open Journal of Signal Processing,0.747,7464
Oncology (Switzerland),0.747,7465
Pancreas,0.747,7466
Comments on Inorganic Chemistry,0.746,7467
Critical Studies in Television,0.746,7468
Journal of Fluency Disorders,0.746,7469
Journal of Operator Theory,0.746,7470
Journal of Oral Pathology and Medicine,0.746,7471
Mathematical Geosciences,0.746,7472
Tourism Planning and Development,0.746,7473
Archives of Medical Science,0.746,7474
Asia-Pacific Journal of Oncology Nursing,0.746,7475
Catalysts,0.746,7476
Cellular Physiology and Biochemistry,0.746,7477
HIV/AIDS - Research and Palliative Care,0.746,7478
"Journal of International Accounting, Auditing and Taxation",0.746,7479
"Tropical Diseases, Travel Medicine and Vaccines",0.746,7480
Algebras and Representation Theory,0.745,7481
CiOS Clinics in Orthopedic Surgery,0.745,7482
Disability and Rehabilitation: Assistive Technology,0.745,7483
Hand,0.745,7484
Digestive Diseases,0.745,7485
IEEE Consumer Electronics Magazine,0.745,7486
International Journal of Adolescence and Youth,0.745,7487
Journal of Applied Toxicology,0.745,7488
Korean Journal of Internal Medicine,0.745,7489
Review of International Business and Strategy,0.745,7490
Seminars in Thrombosis and Hemostasis,0.745,7491
Agronomy,0.744,7492
Bulletin des Sciences Mathematiques,0.744,7493
Education and Treatment of Children,0.744,7494
European Food Research and Technology,0.744,7495
"Journal of Engineering, Design and Technology",0.744,7496
Molecular Systems Design and Engineering,0.744,7497
Biochemistry Research International,0.744,7498
BioMed Research International,0.744,7499
Clean Energy,0.744,7500
Computational Toxicology,0.744,7501
Diagnostic Pathology,0.744,7502
IEEE Transactions on Very Large Scale Integration (VLSI) Systems,0.744,7503
Journal of Health and Social Sciences,0.744,7504
Microbes and Infection,0.744,7505
Natural Resources Forum,0.744,7506
Review of Management Literature,0.744,7507
Sexual Health,0.744,7508
Brain and Cognition,0.743,7509
"City, Culture and Society",0.743,7510
Intelligent Computing,0.743,7511
International Journal of Cross Cultural Management,0.743,7512
Journal of Trace Elements in Medicine and Biology,0.743,7513
Sociological Forum,0.743,7514
"Wellbeing, Space and Society",0.743,7515
Journal of Nutrition Education and Behavior,0.743,7516
Journal of Occupational and Environmental Medicine,0.743,7517
AAC: Augmentative and Alternative Communication,0.742,7518
British Journal of Social Work,0.742,7519
Buildings and Cities,0.742,7520
Computer Methods and Programs in Biomedicine Update,0.742,7521
Economia Politica,0.742,7522
EPJ Data Science,0.742,7523
Journal of Physical Chemistry B,0.742,7524
Nursing Clinics of North America,0.742,7525
Zhongguo Kuangye Daxue Xuebao/Journal of China University of Mining and Technology,0.742,7526
Applied Computing and Informatics,0.742,7527
Brain and Spine,0.742,7528
Chemistry and Physics of Lipids,0.742,7529
"Culture, Health and Sexuality",0.742,7530
Expert Systems,0.742,7531
Journal of Clinical and Aesthetic Dermatology,0.742,7532
Journal of Mathematical Psychology,0.742,7533
Journal of Peridynamics and Nonlocal Modeling,0.742,7534
Nuclear Medicine and Biology,0.742,7535
Pathogens and Disease,0.742,7536
Physician and Sportsmedicine,0.742,7537
Biomechanics and Modeling in Mechanobiology,0.741,7538
Blue-Green Systems,0.741,7539
BMC Complementary Medicine and Therapies,0.741,7540
Business and Politics,0.741,7541
Cretaceous Research,0.741,7542
Critical Policy Studies,0.741,7543
Defence and Peace Economics,0.741,7544
Environment,0.741,7545
Environment and Society: Advances in Research,0.741,7546
Journal of Surgical Oncology,0.741,7547
Journal of Zoological Systematics and Evolutionary Research,0.741,7548
Plant Foods for Human Nutrition,0.741,7549
Virology,0.741,7550
Australian Journal of Public Administration,0.740,7551
Biological Bulletin,0.740,7552
Critical Studies on Terrorism,0.740,7553
Discourse,0.740,7554
Frontiers in Medical Technology,0.740,7555
"Infection, Genetics and Evolution",0.740,7556
"Trees, Forests and People",0.740,7557
Acta Applicandae Mathematicae,0.740,7558
Annals of Occupational and Environmental Medicine,0.740,7559
Environmetrics,0.740,7560
Eye and Contact Lens,0.740,7561
Journal of Pregnancy,0.740,7562
Pharmacology,0.740,7563
QRB Discovery,0.740,7564
Systems Biology in Reproductive Medicine,0.740,7565
IBRO Neuroscience Reports,0.740,7566
Proceedings of the ACM SIGACT-SIGMOD-SIGART Symposium on Principles of Database Systems,0.740,7567
"Artificial Cells, Nanomedicine and Biotechnology",0.739,7568
Behavioral Ecology and Sociobiology,0.739,7569
Geographical Research,0.739,7570
Journal of Cognitive Engineering and Decision Making,0.739,7571
Journal of Energy Resources Technology,0.739,7572
Nursing Research and Practice,0.739,7573
Structural Dynamics,0.739,7574
